,Unnamed: 0,Unnamed: 0.1,CDSCode,School,District,County,Street,City,Zip,State,Latitude,Longitude,type,grade_0,grade_1,grade_2,grade_3,grade_4,grade_5,grade_6,grade_7,grade_8,grade_9,grade_10,grade_11,grade_12,Kindergarten Enrollment,Grade 1 Enrollment,Grade 2 Enrollment,Grade 3 Enrollment,Grade 4 Enrollment,Grade 5 Enrollment,Grade 6 Enrollment,Grade 7 Enrollment,Grade 8 Enrollment,Ungraded Elementary Enrollmnet,Grade 9 Enrollment,Grade 10 Enrollment,Grade 11 Enrollment,Grade 12 Enrollment,Ungraded Secondary Enrollment,Total Enrollment,sw_rank_2108,sw_rank_2017,sw_rank_2016,ss_rank_2018_,ss_rank_2017,ss_rank_2016,nodeID,parcel_id_school
2068,2086,1344,21653916905467,Marin Horizon School,Mill Valley Elementary,Marin,305 Montford Avenue,Mill Valley,94941,CA,37.8940576,-122.5485873,private,1,1,1,1,1,1,1,1,1,0,0,0,0,25.0,11.0,22.0,20.0,26.0,18.0,27.0,32.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,215.0,,,,,,,110407952,779124
2069,2087,1345,21653676974356,Marin Montessori School,Larkspur-Corte Madera,Marin,5200 Paradise Drive,Corte Madera,94925,CA,37.9265641,-122.5203019,private,1,1,1,1,1,1,1,1,1,1,0,0,0,33.0,19.0,23.0,17.0,16.0,14.0,17.0,26.0,24.0,0.0,4.0,0.0,0.0,0.0,0.0,193.0,,,,,,,110381065,765255
2070,2088,1346,21653676901573,Marin Primary and Middle School,Larkspur-Corte Madera,Marin,20 Magnolia Avenue,Larkspur,94939,CA,37.9265641,-122.5203019,private,1,1,1,1,1,1,1,1,1,0,0,0,0,23.0,24.0,26.0,23.0,27.0,29.0,34.0,40.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,257.0,,,,,,,110381065,765255
2071,2089,1347,21653186988448,Marin Waldorf School,Dixie Elementary,Marin,755 Idylberry Road,San Rafael,94903,CA,38.0270044,-122.5485873,private,1,1,1,1,1,1,1,1,1,0,0,0,0,13.0,16.0,12.0,14.0,16.0,17.0,12.0,19.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,132.0,,,,,,,2883228845,821141
2072,2090,1348,21653186911184,Mark Day School,Dixie Elementary,Marin,39 Trellis Drive,San Rafael,94903,CA,38.0270044,-122.5485873,private,1,1,1,1,1,1,1,1,1,0,0,0,0,29.0,39.0,42.0,39.0,41.0,47.0,47.0,45.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,374.0,,,,,,,2883228845,821141
2073,2091,1349,21653916974430,Mount Tamalpais School,Mill Valley Elementary,Marin,100 Harvard Avenue,Mill Valley,94941,CA,37.8940576,-122.5485873,private,1,1,1,1,1,1,1,1,1,0,0,0,0,14.0,15.0,15.0,20.0,25.0,25.0,27.0,28.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,196.0,,,,,,,110407952,779124
2074,2092,1350,21654176915201,North Bay Christian Academy,Novato Unified,Marin,6965 Redwood Boulevard,Novato,94945,CA,38.0898784,-122.5598994,private,0,0,0,0,0,0,0,0,0,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,5.0,12.0,11.0,0.0,35.0,,,,,,,110370414,811332
2075,2093,1351,21653676151344,North Bridge Academy,Larkspur-Corte Madera,Marin,110 Magnolia Avenue,Larkspur,94939,CA,37.9265641,-122.5203019,private,0,0,0,1,1,1,1,1,0,0,0,0,0,0.0,0.0,0.0,6.0,11.0,3.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,,,,,,,110381065,765255
2076,2094,1352,21750027104474,Oak Hill School,Ross Valley Elementary,Marin,"300 Sunny Hills Drive, Number 6",San Anselmo,94960,CA,37.982274,-122.562205,private,0,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,5.0,0.0,1.0,9.0,11.0,6.0,3.0,39.0,,,,,,,110413399,747557
2077,2095,1353,21654176970719,Our Lady of Loretto,Novato Unified,Marin,1811 Virginia Avenue,Novato,94945,CA,38.0898784,-122.5598994,private,1,1,1,1,1,1,1,1,1,0,0,0,0,13.0,27.0,17.0,19.0,30.0,27.0,25.0,18.0,35.0,8.0,0.0,0.0,0.0,0.0,0.0,219.0,,,,,,,110370414,811332
2078,2096,1354,21654256978084,Saint Hilary Elementary,Reed Union Elementary,Marin,765 Hilary Drive,Tiburon,94920,CA,37.903143,-122.4964155,private,1,1,1,1,1,1,1,1,1,0,0,0,0,22.0,24.0,28.0,34.0,34.0,34.0,34.0,34.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,278.0,,,,,,,368392194,775786
2079,2097,1355,21653186974406,Saint Isabella School,Marin County Office of Education,Marin,"1 Trinity Way, San Rafael, CA 94903",San Rafael,94903,CA,38.0138162,-122.54973590000002,private,1,1,1,1,1,1,1,1,1,0,0,0,0,25.0,12.0,21.0,18.0,25.0,25.0,36.0,33.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,230.0,,,,,,,3969097209,829692
2080,2098,1356,21654586974414,Saint Raphael Elementary,San Rafael City Elementary,Marin,1100 Fifth Avenue,San Rafael,94901,CA,37.9840575,-122.503327,private,1,1,1,1,1,1,1,1,1,0,0,0,0,25.0,17.0,12.0,11.0,20.0,24.0,29.0,22.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,183.0,,,,,,,110413994,758990
2081,2099,1357,21654826936504,San Domenico High School,Tamalpais Union High,Marin,1500 Butterfield Road,San Anselmo,94960,CA,37.9599418,-122.6729515,private,0,0,0,0,0,0,0,0,0,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,82.0,77.0,47.0,0.0,281.0,,,,,,,110403771,838000
2082,2100,1358,21750026974448,San Domenico Primary / Middle,Ross Valley Elementary,Marin,1500 Butterfield Road,San Anselmo,94960,CA,37.982274,-122.562205,private,1,1,1,1,1,1,1,1,1,0,0,0,0,19.0,24.0,21.0,26.0,34.0,37.0,75.0,70.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,390.0,,,,,,,110413399,747557
2083,2101,1359,21750026974398,St. Anselm School,Ross Valley Elementary,Marin,40 Belle Avenue,San Anselmo,94960,CA,37.982274,-122.562205,private,1,1,1,1,1,1,1,1,1,0,0,0,0,27.0,23.0,28.0,28.0,25.0,31.0,35.0,34.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,267.0,,,,,,,110413399,747557
2084,2102,1360,21653676970727,St. Patrick School,Larkspur-Corte Madera,Marin,120 King Street,Larkspur,94949,CA,37.9265641,-122.5203019,private,1,1,1,1,1,1,1,1,1,0,0,0,0,21.0,20.0,27.0,31.0,35.0,33.0,31.0,31.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,259.0,,,,,,,110381065,765255
2085,2103,1361,21654826936454,The Branson School,Tamalpais Union High,Marin,39 Fernhill Avenue,Ross,94957,CA,37.9599418,-122.6729515,private,0,0,0,0,0,0,0,0,0,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,80.0,78.0,83.0,0.0,327.0,,,,,,,110403771,838000
2086,2104,1362,21750026154314,"The Empower Project, LLC",Ross Valley Elementary,Marin,109 Seminary Rd. #100,San Anselmo,94960,CA,37.982274,-122.562205,private,0,0,0,0,0,0,1,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,,,,,,,110413399,747557
2087,2105,1363,21653916152151,The Helix School,Mill Valley Elementary,Marin,145 Lomita Drive,Mill Valley,94941,CA,37.8940576,-122.5485873,private,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,8.0,,,,,,,110407952,779124
2088,2106,1364,21654826936488,The Marin School,San Rafael City High,Marin,150 N San Pedro Road,San Rafael,94903,CA,38.0150315,-122.5259596,private,0,0,0,0,0,0,0,0,0,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,26.0,24.0,20.0,0.0,96.0,,,,,,,110408123,838783
2089,2107,1365,21654746138143,The New Village School,Sausalito Marin City,Marin,"100 Ebbtide Avenue, Suite 144",Sausalito,94965,CA,37.8590937,-122.4852507,private,1,1,1,1,1,1,1,1,1,1,1,1,1,21.0,15.0,14.0,11.0,17.0,18.0,20.0,12.0,9.0,0.0,0.0,3.0,0.0,0.0,0.0,140.0,,,,,,,110379414,788139
2090,2108,1366,21653187005101,Timothy Murphy,Dixie Elementary,Marin,1 St. Vincent Drive,San Rafael,94903,CA,38.0270044,-122.5485873,private,0,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,4.0,4.0,5.0,3.0,6.0,0.0,3.0,1.0,2.0,3.0,0.0,31.0,,,,,,,2883228845,821141
2091,2109,1367,21654747101843,Women Helping All People Scholastic Academy,Sausalito Marin City,Marin,"79 Cole Drive, Suite 4",Marin City,94965,CA,37.8590937,-122.4852507,private,0,0,1,1,1,1,1,0,0,0,0,0,0,0.0,0.0,4.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,,,,,,,110379414,788139
2092,2110,1419,28662666202287,Blue Oak School,Napa County Office of Education,Napa,1436 Polk Street,Napa,94559,CA,38.2777824,-122.2568622,private,1,1,1,1,1,1,1,1,1,0,0,0,0,8.0,11.0,9.0,9.0,14.0,16.0,16.0,19.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,,,,,,,55953787,877552
2093,2111,1420,28662666130058,Calvary Baptist Christian Academy,Napa County Office of Education,Napa,117 Theresa Avenue,American Canyon,94503,CA,38.2777824,-122.2568622,private,1,1,1,1,1,1,1,1,1,1,1,1,1,6.0,3.0,3.0,6.0,6.0,7.0,4.0,3.0,4.0,0.0,1.0,2.0,1.0,0.0,0.0,46.0,,,,,,,55953787,877552
2094,2112,1421,28662667101660,First Christian School of Napa,Napa Valley Unified,Napa,2659 First Street,Napa,94558,CA,38.3751237,-122.3107517,private,1,1,1,1,1,1,1,1,1,0,0,0,0,13.0,10.0,4.0,15.0,10.0,10.0,17.0,15.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,118.0,,,,,,,55952085,867980
2095,2113,1422,28662906976187,Foothills Adventist Elementary,Saint Helena Unified,Napa,711 Sunnyside Road,St. Helena,94574,CA,38.4976775,-122.4614253,private,1,1,1,1,1,1,1,1,1,0,0,0,0,4.0,3.0,4.0,6.0,7.0,3.0,6.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,,,,,,,55960346,851820
2096,2114,1423,28662666140982,Harvest Christian Academy,Napa Valley Unified,Napa,"575 Lincoln Avenue, Suite 305A",Napa,94558,CA,38.3751237,-122.3107517,private,0,1,1,1,1,1,1,1,1,1,1,1,1,0.0,5.0,8.0,6.0,5.0,3.0,6.0,3.0,6.0,0.0,8.0,5.0,11.0,8.0,0.0,74.0,,,,,,,55952085,867980
2097,2115,1424,28662666147789,Heritage House Academy,Napa Valley Unified,Napa,1027 Century Dr.,Napa,94558,CA,38.3751237,-122.3107517,private,0,0,1,1,1,1,1,1,1,1,1,1,0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,6.0,,,,,,,55952085,867980
2098,2116,1425,28662666955827,Hopewell Baptist Christian Academy,Napa Valley Unified,Napa,3755 Linda Vista Avenue,Napa,94558,CA,38.3751237,-122.3107517,private,1,1,1,1,1,1,1,1,1,1,1,1,1,2.0,3.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,0.0,3.0,4.0,3.0,2.0,0.0,30.0,,,,,,,55952085,867980
2099,2117,1426,28662666936793,Justin-Siena High School,Napa Valley Unified,Napa,4026 Maher Street,Napa,94558,CA,38.3751237,-122.3107517,private,0,0,0,0,0,0,0,0,0,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.0,135.0,163.0,151.0,0.0,580.0,,,,,,,55952085,867980
2100,2118,1427,28662666912216,Kolbe Academy,Napa Valley Unified,Napa,1600 F Street,Napa,94559,CA,38.3751237,-122.3107517,private,1,1,1,1,1,1,1,1,1,1,1,1,1,8.0,27.0,24.0,20.0,26.0,24.0,27.0,34.0,23.0,0.0,20.0,21.0,16.0,23.0,0.0,293.0,,,,,,,55952085,867980
2101,2119,1428,28662667098502,Kolbe Academy and Trinity Prep,Napa Valley Unified,Napa,2055 Redwood Road,Napa,94558,CA,38.3751237,-122.3107517,private,1,1,1,1,1,1,1,1,1,1,1,1,1,3.0,4.0,10.0,10.0,5.0,4.0,10.0,4.0,10.0,0.0,10.0,4.0,5.0,5.0,0.0,84.0,,,,,,,55952085,867980
2102,2121,1430,28662666976195,Napa Christian Campus of Education,Napa Valley Unified,Napa,2201 Pine Street,Napa,94559,CA,38.3751237,-122.3107517,private,1,1,1,1,1,1,1,1,1,1,1,1,1,6.0,9.0,3.0,6.0,6.0,4.0,8.0,13.0,13.0,0.0,14.0,7.0,24.0,12.0,0.0,125.0,,,,,,,55952085,867980
2103,2122,1431,28662586976203,Pacific Union College Elementary,Howell Mountain Elementary,Napa,135 Neilsen Court,Angwin,94508,CA,38.58285720000001,-122.4500868,private,1,1,1,1,1,1,1,1,1,0,0,0,0,12.0,8.0,14.0,12.0,12.0,11.0,16.0,14.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,117.0,,,,,,,55969782,858287
2104,2123,1432,28662906936819,Pacific Union College Preparatory,Saint Helena Unified,Napa,1 Angwin Avenue,Angwin,94508,CA,38.4976775,-122.4614253,private,0,0,0,0,0,0,0,0,0,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,11.0,16.0,20.0,0.0,63.0,,,,,,,55960346,851820
2105,2124,1433,28662666976211,St. Apollinaris Elementary,Napa Valley Unified,Napa,3700 Lassen Street,Napa,94558,CA,38.3751237,-122.3107517,private,1,1,1,1,1,1,1,1,1,0,0,0,0,50.0,23.0,28.0,34.0,19.0,37.0,38.0,37.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,299.0,,,,,,,55952085,867980
2106,2125,1434,28662906976229,St. Helena Catholic School,Saint Helena Unified,Napa,1255 Oak Avenue,St. Helena,94574,CA,38.4976775,-122.4614253,private,1,1,1,1,1,1,1,1,1,0,0,0,0,9.0,4.0,8.0,4.0,7.0,6.0,8.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,,,,,,,55960346,851820
2107,2126,1435,28662906956833,St. Helena Montessori,Saint Helena Unified,Napa,880 College Avenue,St. Helena,94574,CA,38.4976775,-122.4614253,private,1,1,1,1,1,1,1,1,1,1,0,0,0,24.0,25.0,23.0,26.0,10.0,14.0,16.0,20.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,181.0,,,,,,,55960346,851820
2108,2127,1436,28662666976237,St. John the Baptist Catholic,Napa Valley Unified,Napa,983 Napa Street,Napa,94559,CA,38.3751237,-122.3107517,private,1,1,1,1,1,1,1,1,1,0,0,0,0,21.0,10.0,12.0,13.0,6.0,12.0,28.0,16.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,142.0,,,,,,,55952085,867980
2109,2128,1437,28662666976245,St. John's Lutheran Elementary,Napa Valley Unified,Napa,3521 Linda Vista Avenue,Napa,94558,CA,38.3751237,-122.3107517,private,1,1,1,1,1,1,1,1,1,0,0,0,0,16.0,25.0,18.0,26.0,25.0,27.0,27.0,26.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,212.0,,,,,,,55952085,867980
2110,2129,1438,28662666145833,The Oxbow School,Napa Valley Unified,Napa,530 Third Street,Napa,94559,CA,38.3751237,-122.3107517,private,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,11.0,2.0,45.0,,,,,,,55952085,867980
2111,2131,2370,38684786930572,Adda Clevenger School,San Francisco Unified,San Francisco,180 Fair Oaks Street,San Francisco,94110,CA,37.7516075,-122.424074,private,1,1,1,1,1,1,1,1,1,0,0,0,0,26.0,11.0,9.0,13.0,11.0,10.0,18.0,16.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,125.0,,,,,,,258967888,1019806
2112,2132,2371,38684786140099,Alta Vista School,San Francisco Unified,San Francisco,450 Somerset Street,San Francisco,94134,CA,37.7516075,-122.424074,private,1,1,1,1,1,1,1,1,1,0,0,0,0,30.0,30.0,29.0,28.0,29.0,37.0,36.0,18.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,264.0,,,,,,,258967888,1019806
2113,2133,2372,38684786146773,"AltSchool, PBC",San Francisco Unified,San Francisco,2265 3rd Street,San Francisco,94107,CA,37.7516075,-122.424074,private,1,1,1,1,1,0,0,0,0,0,0,0,0,4.0,4.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,,,,,,,258967888,1019806
2114,2134,2373,38684786150692,"AltSchool, PBC",San Francisco Unified,San Francisco,610 20th Street,San Francisco,94107,CA,37.7516075,-122.424074,private,1,1,1,1,0,0,0,0,0,0,0,0,0,3.0,6.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,,,,,,,258967888,1019806
2115,2135,2374,38684786153035,"AltSchool, PBC",San Francisco Unified,San Francisco,300 4th Street,San Francisco,94107,CA,37.7516075,-122.424074,private,1,1,1,1,1,1,1,1,1,0,0,0,0,11.0,5.0,5.0,8.0,12.0,6.0,8.0,18.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,,,,,,,258967888,1019806
2116,2136,2375,38684786148290,"AltSchool, PBC",San Francisco Unified,San Francisco,3741 Buchanan Street,San Francisco,94123,CA,37.7516075,-122.424074,private,1,1,1,1,1,1,1,1,1,0,0,0,0,8.0,12.0,7.0,11.0,7.0,10.0,9.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,,,,,,,258967888,1019806
2117,2137,2376,38684786939730,Archbishop Riordan High School,San Francisco Unified,San Francisco,175 Phelan Avenue,San Francisco,94112,CA,37.7516075,-122.424074,private,0,0,0,0,0,0,0,0,0,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,204.0,164.0,153.0,165.0,0.0,686.0,,,,,,,258967888,1019806
2118,2138,2377,38684786206007,Bais Menachem Yeshiva Day School,San Francisco Unified,San Francisco,834 28th Ave.,San Francisco,94121,CA,37.7516075,-122.424074,private,1,1,1,1,1,1,1,1,1,0,0,0,0,7.0,9.0,6.0,2.0,5.0,6.0,9.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,,,,,,,258967888,1019806
2119,2139,2378,38684786142079,Brightworks,San Francisco Unified,San Francisco,1960 Bryant Street,San Francisco,94110,CA,37.7516075,-122.424074,private,1,1,1,1,1,1,1,1,1,1,1,1,1,7.0,5.0,3.0,4.0,6.0,4.0,10.0,15.0,12.0,0.0,4.0,10.0,4.0,2.0,0.0,86.0,,,,,,,258967888,1019806
2120,2140,2379,38684786152540,Cambridge International Preparatory School,San Francisco Unified,San Francisco,501 Cambridge Street,San Francisco,94134,CA,37.7516075,-122.424074,private,0,0,0,0,0,0,0,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,11.0,24.0,17.0,0.0,57.0,,,,,,,258967888,1019806
2121,2141,2380,38684786965586,Cathedral School For Boys,San Francisco County Office of Education,San Francisco,1275 Sacramento Street,San Francisco,94108,CA,37.7543105,-122.443891,private,1,1,1,1,1,1,1,1,1,0,0,0,0,24.0,24.0,24.0,24.0,24.0,35.0,36.0,35.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,261.0,,,,,,,752207059,960785
2122,2142,2381,38684787021116,Chinese American International School,San Francisco County Office of Education,San Francisco,150 Oak Street,San Francisco,94102,CA,37.7543105,-122.443891,private,1,1,1,1,1,1,1,1,1,0,0,0,0,57.0,59.0,51.0,52.0,50.0,48.0,46.0,45.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,444.0,,,,,,,752207059,960785
2123,2143,2382,38684786981138,Convent of the Sacred Heart Elementary,San Francisco Unified,San Francisco,2222 Broadway Street,San Francisco,94115,CA,37.7516075,-122.424074,private,1,1,1,1,1,1,1,1,1,0,0,0,0,44.0,45.0,42.0,49.0,37.0,40.0,44.0,38.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,382.0,,,,,,,258967888,1019806
2124,2144,2383,38684786939540,Convent of the Sacred Heart High School,San Francisco Unified,San Francisco,2222 Broadway Street,San Francisco,94115,CA,37.7516075,-122.424074,private,0,0,0,0,0,0,0,0,0,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,50.0,58.0,53.0,0.0,214.0,,,,,,,258967888,1019806
2125,2145,2384,38684786133763,Cornerstone Academy–Cambridge Campus,San Francisco Unified,San Francisco,501 Cambridge Street,San Francisco,94134,CA,37.7516075,-122.424074,private,0,0,0,0,0,0,1,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,45.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,145.0,,,,,,,258967888,1019806
2126,2146,2385,38684786903165,Cornerstone Academy-Silver Campus,San Francisco Unified,San Francisco,801 Silver Avenue,San Francisco,94134,CA,37.7516075,-122.424074,private,1,1,1,1,1,1,0,0,0,0,0,0,0,84.0,79.0,58.0,55.0,61.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,406.0,,,,,,,258967888,1019806
2127,2147,2386,38684787104466,De Marillac Academy,San Francisco Unified,San Francisco,175 Golden Gate Avenue,San Francisco,94102,CA,37.7516075,-122.424074,private,0,0,0,0,1,1,1,1,1,0,0,0,0,0.0,0.0,0.0,0.0,22.0,24.0,24.0,24.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,118.0,,,,,,,258967888,1019806
2128,2148,2387,38684786939557,Drew School,San Francisco Unified,San Francisco,2901 California Street,San Francisco,94115,CA,37.7516075,-122.424074,private,0,0,0,0,0,0,0,0,0,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,84.0,68.0,70.0,0.0,293.0,,,,,,,258967888,1019806
2129,2149,2388,38684786981500,Ecole Notre Dame Des Victoires,San Francisco Unified,San Francisco,659 Pine Street,San Francisco,94108,CA,37.7516075,-122.424074,private,1,1,1,1,1,1,1,1,1,0,0,0,0,33.0,25.0,34.0,34.0,34.0,31.0,33.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,284.0,,,,,,,258967888,1019806
2130,2150,2389,38684786980734,Epiphany Elementary,San Francisco Unified,San Francisco,600 Italy Avenue,San Francisco,94112,CA,37.7516075,-122.424074,private,1,1,1,1,1,1,1,1,1,0,0,0,0,18.0,33.0,30.0,30.0,25.0,46.0,44.0,46.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,321.0,,,,,,,258967888,1019806
2131,2151,2390,38684787044605,Eureka Learning Center,San Francisco Unified,San Francisco,464 Diamond Street,San Francisco,94114,CA,37.7516075,-122.424074,private,1,0,0,0,0,0,0,0,0,0,0,0,0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,,,,,,,258967888,1019806
2132,2152,2391,38684786981195,French American International School,San Francisco Unified,San Francisco,150 Oak Street,San Francisco,94102,CA,37.7516075,-122.424074,private,1,1,1,1,1,1,1,1,1,1,1,1,1,75.0,79.0,76.0,68.0,69.0,61.0,65.0,63.0,66.0,0.0,99.0,88.0,94.0,100.0,0.0,1003.0,,,,,,,258967888,1019806
2133,2153,2392,38684786143440,Fusion Academy,San Francisco County Office of Education,San Francisco,"1160 Battery Street, Suite 40",San Francisco,94111,CA,37.7543105,-122.443891,private,0,0,0,0,0,0,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,8.0,0.0,6.0,13.0,16.0,14.0,0.0,65.0,,,,,,,752207059,960785
2134,2154,2393,38684786148308,German Int'l School of Silicon Valley,San Francisco Unified,San Francisco,4 Funston Avenue,San Francisco,94129,CA,37.7516075,-122.424074,private,1,1,1,1,1,1,1,0,0,0,0,0,0,10.0,19.0,7.0,12.0,11.0,10.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,,,,,,,258967888,1019806
2135,2155,2394,38684786145635,Golden Bridges School,San Francisco Unified,San Francisco,3358 22nd Street,San Francisco,94110,CA,37.7516075,-122.424074,private,1,1,1,1,0,0,0,0,0,0,0,0,0,30.0,16.0,7.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,,,,,,,258967888,1019806
2136,2156,2395,38684786997829,"Hamlin, The",San Francisco Unified,San Francisco,2120 Broadway,San Francisco,94115,CA,37.7516075,-122.424074,private,1,1,1,1,1,1,1,1,1,0,0,0,0,54.0,46.0,44.0,45.0,45.0,50.0,50.0,45.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,426.0,,,,,,,258967888,1019806
2137,2157,2396,38684786939607,Hillwood Academic Day,San Francisco Unified,San Francisco,2521 Scott Street,San Francisco,94115,CA,37.7516075,-122.424074,private,1,1,1,1,1,1,1,1,1,0,0,0,0,3.0,3.0,3.0,6.0,3.0,2.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,,,,,,,258967888,1019806
2138,2158,2397,38684786981278,Holy Name Elementary,San Francisco Unified,San Francisco,1560 40th Avenue,San Francisco,94122,CA,37.7516075,-122.424074,private,1,1,1,1,1,1,1,1,1,0,0,0,0,27.0,34.0,26.0,23.0,21.0,36.0,44.0,45.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,313.0,,,,,,,258967888,1019806
2139,2159,2398,38684786939615,Immaculate Conception Academy,San Francisco Unified,San Francisco,3625 24th Street,San Francisco,94110,CA,37.7516075,-122.424074,private,0,0,0,0,0,0,0,0,0,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.0,105.0,95.0,59.0,0.0,378.0,,,,,,,258967888,1019806
2140,2160,2399,38684786200554,Jewish Community High School of the Bay,San Francisco Unified,San Francisco,1835 Ellis Street,San Francisco,94115,CA,37.7516075,-122.424074,private,0,0,0,0,0,0,0,0,0,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,39.0,43.0,38.0,0.0,176.0,,,,,,,258967888,1019806
2141,2161,2400,38684786981328,Katherine Delmar Burke School,San Francisco Unified,San Francisco,7070 California Street,San Francisco,94121,CA,37.7516075,-122.424074,private,1,1,1,1,1,1,1,1,1,0,0,0,0,44.0,42.0,39.0,47.0,45.0,47.0,44.0,47.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,402.0,,,,,,,258967888,1019806
2142,2162,2401,38684786130090,Katherine Michiels School - A Project of Open Mind,San Francisco Unified,San Francisco,1335 Guerrero Street,San Francisco,94110,CA,37.7516075,-122.424074,private,1,1,1,1,1,1,0,0,0,0,0,0,0,6.0,8.0,8.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,,,,,,,258967888,1019806
