,level_0,SAMPN,PERNO,Unnamed: 0,index,RELAT,GEND,AGE,AGEB,HISP,RACE1,RACE2,RACE3,RACE4,O_RACE,NTVTY,CNTRY,LIC,USER,TRANS,TPTYP1,TPTYP2,TPTYP3,TPTYP4,TPTYP5,TPTYP6,TPTYP7,O_TPTYP,CLIP1,CLIP2,CLIP3,COMP,MET,PASSTL,FLEX,EMPLY,WKSTAT,O_WKSTAT,JOBS,WLOC,WNAME_persons,WCITY_persons,WSTAT,WZIP_persons,WXST1_persons,WXST2_persons,WXCORD_persons,WYCORD_persons,WDAYS,WDAY1,WDAY2,WDAY3,WDAY4,WDAY5,WDAY6,WDAY7,HOURS,WSCHED,COMPR,WMODE,INDUS,O_INDUS,OCCUP,O_OCCUP,WLOC2,WNAME2_persons,WCITY2_persons,WSTAT2,WZIP2_persons,WXST2_1_persons,WXST2_2_persons,WDAYS2,DISAB,DTYPE1,DTYPE2,DTYPE3,DTYPE4,DTYPE5,DTYPE6,DTYPE7,O_DTYPE,DSLIC,EDIS,TTRIP,TRNSUB,SUBAMT,SUBUNT,O_SUBUNT,WTRIP,BTRIP,STUDE,SCHOL,O_SCHOL,SLOC,SONLN,PRESCH,O_PRESCH,SNAME_persons,SCITY_persons,SSTAT,SZIP_persons,SXST1_persons,SXST2_persons,SXCORD_persons,SYCORD_persons,SMODE,EDUCA,O_EDUCA,INTRV,PROXY,CMPLG,HVLOG,PTRIPS,TOLLF,TOLLR1,TOLLR2,TOLLR3,TOLLR4,TOLLR5,TOLLR6,TOLLR7,TOLLR8,TOLLR9,TOLLR10,TOLLB1,TOLLB2,TOLLB3,TOLLB4,TOLLB5,TOLLB6,TOLLB7,TOLLB8,TOLLB9,TOLLB10,HOVL,NOGOWHY,NOGOWHY_O,InComplete,Moto_trip,WCTFIP_persons,WTRACT_persons,SCTFIP_persons,STRACT_persons,WPrimaryCity_persons,WSTFIP_persons,W2PrimaryCity_persons,W2STFIP_persons,SPrimaryCity_persons,SSTFIP_persons,PERWGT,EXPPERWGT,WNAME_lookup,WCITY_lookup,WZIP_lookup,WXST1_lookup,WXST2_lookup,WXCORD_lookup,WYCORD_lookup,WNAME2_lookup,WCITY2_lookup,WZIP2_lookup,WXST2_1_lookup,WXST2_2_lookup,SNAME_lookup,SCITY_lookup,SZIP_lookup,SXST1_lookup,SXST2_lookup,SXCORD_lookup,SYCORD_lookup,WCTFIP_lookup,WTRACT_lookup,WBLOCK,WPrimaryCity_lookup,WSTFIP_lookup,W2PrimaryCity_lookup,W2STFIP_lookup,SCTFIP_lookup,STRACT_lookup,SBLOCK,SPrimaryCity_lookup,SSTFIP_lookup,HCITY,HZIP,HXCORD,HYCORD,HBLOCK,HTRACT,HCTFIP,HPrimaryCity,parcel_id_home,parcel_id_work,zone_id_home,zone_id_work,SNAME_lookup_y,SNAME,SZIP_lookup_y,SZIP,SCITY_lookup_y,SCITY,similarity,Matched?,NAME_CITY_ZIP_lookup,School,Zip,CDSCode
1595,1678,2002280,3,12587,55278,3,1,13,,2,1.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0,,,,,7,2.0,1,3.0,,2.0,,,,HIDDEN,SAN JOSE,CA,95132.0,,,HIDDEN,HIDDEN,1.0,1,,2.0,1.0,2,,4.0,3.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,85.0,504411.0,,,,,SAN JOSE,6.0,0.9823360999999999,332.83091902,,,,,,,,,,,,,morrell,san jose,95132,,,-121.87061299999999,37.411853,,,,,,,,85.0,504411.0,60855044112017.0,SAN JOSE,6.0,SAN JOSE,95132,-121.8816666,37.404549700000004,60855044102005,504410,85,SAN JOSE,1285379,,621,,morrell,morrill middle,95132,95132,san jose,san jose,0.8,yes,morrell san jose 95132,morrill middle,95132,43693776068928
1596,1679,2002280,4,12588,55279,3,2,11,,2,1.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0,,,,,4,3.0,1,3.0,,2.0,,,,HIDDEN,SAN JOSE,CA,95132.0,,,HIDDEN,HIDDEN,1.0,1,,2.0,1.0,2,,2.0,3.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,85.0,504410.0,,,,,SAN JOSE,6.0,0.9823360999999999,332.83091902,,,,,,,,,,,,,northwood,san jose,95132,,,-121.881196,37.408705,,,,,,,,85.0,504410.0,60855044102004.0,SAN JOSE,6.0,SAN JOSE,95132,-121.8816666,37.404549700000004,60855044102005,504410,85,SAN JOSE,1285379,,621,,northwood,northwood elementary,95132,95132,san jose,san jose,0.793103448275862,yes,northwood san jose 95132,northwood elementary,95132,43693776046387
1597,1680,2002280,5,12589,55280,3,1,9,,2,1.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0,,,,,5,3.0,1,3.0,,2.0,,,,HIDDEN,SAN JOSE,CA,95132.0,,,HIDDEN,HIDDEN,1.0,1,,2.0,1.0,2,,2.0,3.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,85.0,504410.0,,,,,SAN JOSE,6.0,0.9823360999999999,332.83091902,,,,,,,,,,,,,northwood,san jose,95132,,,-121.881196,37.408705,,,,,,,,85.0,504410.0,60855044102004.0,SAN JOSE,6.0,SAN JOSE,95132,-121.8816666,37.404549700000004,60855044102005,504410,85,SAN JOSE,1285379,,621,,northwood,northwood elementary,95132,95132,san jose,san jose,0.793103448275862,yes,northwood san jose 95132,northwood elementary,95132,43693776046387
1598,1681,2003336,3,12609,55363,3,1,14,,2,1.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0,,,,,5,0.0,1,4.0,,2.0,,,,HIDDEN,SAN RAFAEL,CA,94903.0,,,HIDDEN,HIDDEN,7.0,1,,2.0,1.0,2,,0.0,,,,,,,,,,,,,,,,,,,,,,,10.0,,,2.0,,,41.0,108200.0,,,,,SAN RAFAEL,6.0,0.38172656,129.33496199,,,,,,,,,,,,,teralinda high,san rafael,94903,,,-122.5519,37.99938,,,,,,,,41.0,108200.0,60411082001015.0,SAN RAFAEL,6.0,SAN RAFAEL,94903,-122.551574,38.011108,60411081001033,108100,41,SAN RAFAEL,830337,,1422,,teralinda high,terra linda high,94903,94903,san rafael,san rafael,0.952380952380952,yes,teralinda high san rafael 94903,terra linda high,94903,21654662134005
1599,1682,2003336,4,12610,55364,3,2,13,,2,1.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0,,,,,5,0.0,1,3.0,,2.0,,,,HIDDEN,SAN RAFAEL,CA,94903.0,,,HIDDEN,HIDDEN,7.0,1,,2.0,1.0,1,1.0,7.0,3.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,41.0,107000.0,,,,,SAN RAFAEL,6.0,0.38172656,129.33496199,,,,,,,,,,,,,miller creek middle,san rafael,94903,,,-122.548096,38.03004,,,,,,,,41.0,107000.0,60411070001009.0,SAN RAFAEL,6.0,SAN RAFAEL,94903,-122.551574,38.011108,60411081001033,108100,41,SAN RAFAEL,830337,,1422,,miller creek middle,miller creek middle,94903,94903,san rafael,san rafael,0.985915492957746,yes,miller creek middle san rafael 94903,miller creek middle,94903,21653186024202
1600,1683,2003382,3,12613,55369,3,1,13,,1,97.0,,,,LATINO,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0,,,,,4,0.0,1,3.0,,2.0,,,,HIDDEN,SANTA CLARA,CA,95051.0,,,HIDDEN,HIDDEN,6.0,1,,2.0,1.0,1,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,85.0,505302.0,,,,,SANTA CLARA,6.0,1.57629892,534.07485947,,,,,,,,,,,,,cabrillo middle,santa clara,95051,,,-121.97092520000001,37.3577572,,,,,,,,85.0,505302.0,60855053022000.0,SANTA CLARA,6.0,SANTA CLARA,95051,-121.98598999999999,37.350013,60855054011008,505401,85,SANTA CLARA,1417677,,441,,cabrillo middle,juan cabrillo middle,95051,95051,santa clara,santa clara,0.914285714285714,yes,cabrillo middle santa clara 95051,juan cabrillo middle,95051,43696746048854
1601,1684,2003382,4,12614,55370,3,2,17,,1,97.0,,,,LATINO,1,,2.0,,1.0,7.0,,,,,,,,,,,,,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,97.0,,,,,,,DOWN SYNDROME,2.0,1.0,98,2.0,,,,0,0.0,1,4.0,,2.0,,,,HIDDEN,SANTA CLARA,CA,95051.0,,,HIDDEN,HIDDEN,18.0,1,,1.0,,1,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,85.0,505304.0,,,,,SANTA CLARA,6.0,1.57629892,534.07485947,,,,,,,,,,,,,wilcox high,santa clara,95051,,,-121.985809,37.36634,,,,,,,,85.0,505304.0,60855053041008.0,SANTA CLARA,6.0,SANTA CLARA,95051,-121.98598999999999,37.350013,60855054011008,505401,85,SANTA CLARA,1417677,,441,,wilcox high,adrian wilcox high,95051,95051,santa clara,santa clara,0.875,yes,wilcox high santa clara 95051,adrian wilcox high,95051,43696744338802
1602,1685,2003721,2,12622,55395,3,2,14,,2,4.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0,,,,,3,,1,4.0,,2.0,,,,HIDDEN,BRIDGETON,CA,8302.0,,,HIDDEN,HIDDEN,18.0,1,,2.0,1.0,1,1.0,5.0,3.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,95.0,252317.0,,,,,BRIDGETON,6.0,1.23440013,418.23417292,,,,,,,,,,,,,vanden high,bridgeton,8302.,,,-121.961909,38.282135,,,,,,,,95.0,252317.0,60952523172020.0,BRIDGETON,6.0,FAIRFIELD,94533,-121.979119,38.295139,60952523172031,252317,95,FAIRFIELD,1841976,,1270,,vanden high,vanden high,94533,94803,fairfield,richmond,0.566037735849056,yes- ,vanden high bridgeton 8302.,,,
1603,1686,2003777,2,12624,55399,3,1,14,,2,1.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0,,,,,3,0.0,1,4.0,,2.0,,,,HIDDEN,BELMONT,CA,94002.0,,,HIDDEN,HIDDEN,15.0,1,,,,1,1.0,7.0,3.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,81.0,608900.0,,,,,BELMONT,6.0,0.83006609,281.23944314,,,,,,,,,,,,,carlmont high,belmont,94002,,,-122.290582,37.507888,,,,,,,,81.0,608900.0,60816089002005.0,BELMONT,6.0,BELMONT,94002,-122.31653700000001,37.514199,60816088005007,608800,81,BELMONT,1145310,,289,,carlmont high,carlmont high,94002,94002,belmont,belmont,0.981132075471698,yes,carlmont high belmont 94002,carlmont high,94002,41690624130993
1604,1687,2004424,2,12628,55434,3,2,10,,1,3.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0,,,,,4,4.0,1,3.0,,2.0,,,,HIDDEN,CONCORD,CA,94520.0,HIDDEN,HIDDEN,HIDDEN,HIDDEN,6.0,1,,2.0,1.0,2,,2.0,3.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,13.0,315000.0,,,,,CONCORD,6.0,0.08508061,28.82665132,,,,,,,,,,,,,calvery temple elementary,concord,94520,EVORA ROAD , DRIFTWOOD DR,-121.983144,38.022723,,,,,,,,13.0,315000.0,60133150002052.0,CONCORD,6.0,PITTSBURG,94565,-121.9811885,38.0288006,60133150002044,315000,13,PITTSBURG,661648,,1097,,calvery temple elementary,calvary temple christian school,94520,94520,concord,concord,0.777777777777777,yes- ,calvery temple elementary concord 94520,calvary temple christian school,94520,07617546989867
1605,1688,2004424,3,12629,55435,3,2,7,,1,3.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0,,,,,4,4.0,1,3.0,,2.0,,,,HIDDEN,CONCORD,CA,94520.0,HIDDEN,HIDDEN,HIDDEN,HIDDEN,6.0,1,,2.0,1.0,2,,2.0,3.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,13.0,315000.0,,,,,CONCORD,6.0,0.08508061,28.82665132,,,,,,,,,,,,,calvery temple elementary,concord,94520,EVORA ROAD , DRIFTWOOD DR,-121.983144,38.022723,,,,,,,,13.0,315000.0,60133150002052.0,CONCORD,6.0,PITTSBURG,94565,-121.9811885,38.0288006,60133150002044,315000,13,PITTSBURG,661648,,1097,,calvery temple elementary,calvary temple christian school,94520,94520,concord,concord,0.777777777777777,yes- ,calvery temple elementary concord 94520,calvary temple christian school,94520,07617546989867
1606,1689,2004526,3,12634,55452,3,1,14,,2,1.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,1,2.0,,,,1,0.0,1,4.0,,2.0,,,,HIDDEN,SAN FRANCISCO,CA,94109.0,,,HIDDEN,HIDDEN,6.0,1,,2.0,1.0,1,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,10.0,,,2.0,,,75.0,15200.0,,,,,SAN FRANCISCO,6.0,0.84640615,286.77571418,,,,,,,,,,,,,stewart hall,san francisco,94109,,,-122.42709099999999,37.788315000000004,,,,,,,,75.0,15200.0,60750152001002.0,SAN FRANCISCO,6.0,SAN MATEO,94402,-122.32385,37.54988,60816066003008,606600,81,SAN MATEO,1125266,,280,,stewart hall,stuart hall high school,94109,94109,san francisco,san francisco,0.783783783783783,yes,stewart hall san francisco 94109,stuart hall high school,94109,38684787104631
1607,1690,2004526,4,12635,55453,3,2,10,,2,1.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0,,,,,3,0.0,1,3.0,,2.0,,,,HIDDEN,SAN MATEO,CA,94401.0,HIDDEN,HIDDEN,HIDDEN,HIDDEN,6.0,1,,2.0,1.0,1,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,12.0,,,2.0,,,81.0,606300.0,,,,,SAN MATEO,6.0,0.84640615,286.77571418,,,,,,,,,,,,,saint mathews,san mateo,94401,S EL CAMINO REAL , BALDWIN AVE,-122.32810590000001,37.5654214,,,,,,,,81.0,606300.0,60816063003005.0,SAN MATEO,6.0,SAN MATEO,94402,-122.32385,37.54988,60816066003008,606600,81,SAN MATEO,1125266,,280,,saint mathews,st. matthew catholic,94401,94402,san mateo,san mateo,0.71875,yes,saint mathews san mateo 94401,st. matthew catholic,94402,41690396978878
1608,1691,2004976,3,12647,55522,3,1,7,,2,1.0,4.0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,2,2.0,,,,7,3.0,1,3.0,,2.0,,,,HIDDEN,SAN FRANCISCO,CA,94107.0,,,HIDDEN,HIDDEN,7.0,1,,,,1,1.0,6.0,3.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,75.0,61400.0,,,,,SAN FRANCISCO,6.0,0.48643716,164.81256063,,,,,,,,,,,,,starr king elementary,san francisco,94107,,,-122.39941359999999,37.7530274,,,,,,,,75.0,61400.0,60750614001002.0,SAN FRANCISCO,6.0,SAN FRANCISCO,94112,-122.4302499,37.72382929999999,60750260011008,26001,75,SAN FRANCISCO,1008393,,135,,starr king elementary,king (thomas starr) elementary,94107,94107,san francisco,san francisco,0.846153846153846,yes- ,starr king elementary san francisco 94107,king (thomas starr) elementary,94107,38684786041602
1609,1692,2006434,3,12663,55633,3,2,9,,2,99.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0,,,,,10,10.0,1,3.0,,2.0,,,,HIDDEN,LAFAYETTE,CA,94549.0,HIDDEN,HIDDEN,HIDDEN,HIDDEN,2.0,1,,2.0,1.0,1,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,2.0,,,2.0,,,13.0,349000.0,,,,,LAFAYETTE,6.0,0.57401729,194.48608614,,,,,,,,,,,,,lafayette elementary,lafayette,94549,MORAGA RD , SCHOOL ST,-122.1181605,37.8880162,,,,,,,,13.0,349000.0,60133490002009.0,LAFAYETTE,6.0,LAFAYETTE,94549,-122.122124,37.8787499,60133512003004,351200,13,LAFAYETTE,706646,,1151,,lafayette elementary,lafayette elementary,94549,94549,lafayette,lafayette,0.985915492957746,yes,lafayette elementary lafayette 94549,lafayette elementary,94549,7617136003750
1610,1693,2006434,4,12664,55634,3,2,7,,2,99.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0,,,,,10,10.0,1,3.0,,2.0,,,,HIDDEN,LAFAYETTE,CA,94549.0,HIDDEN,HIDDEN,HIDDEN,HIDDEN,2.0,1,,2.0,1.0,1,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,2.0,,,2.0,,,13.0,349000.0,,,,,LAFAYETTE,6.0,0.57401729,194.48608614,,,,,,,,,,,,,lafayette elementary,lafayette,94549,MORAGA RD , SCHOOL ST,-122.1181605,37.8880162,,,,,,,,13.0,349000.0,60133490002009.0,LAFAYETTE,6.0,LAFAYETTE,94549,-122.122124,37.8787499,60133512003004,351200,13,LAFAYETTE,706646,,1151,,lafayette elementary,lafayette elementary,94549,94549,lafayette,lafayette,0.985915492957746,yes,lafayette elementary lafayette 94549,lafayette elementary,94549,7617136003750
1611,1694,2007237,4,12677,55710,3,1,17,,2,1.0,,,,,1,,1.0,99.0,2.0,,,,,,,,,,,,,,2.0,2.0,2.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,2,2.0,,,,5,0.0,1,4.0,,2.0,,,,HIDDEN,FORESTVILLE,CA,95436.0,,,HIDDEN,HIDDEN,5.0,1,,,,1,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,12.0,,,2.0,,,97.0,153705.0,,,,,FORESTVILLE,6.0,0.9505521,322.06199982,,,,,,,,,,,,,el molino,forestville,95436,,,-122.88956200000001,38.481328999999995,,,,,,,,97.0,153705.0,60971537054010.0,FORESTVILLE,6.0,GUERNEVILLE,95446,-122.94792209999999,38.5030408,60971537063033,153706,97,GUERNEVILLE,1969849,,1392,,el molino,el molino high,95436,95436,forestville,forestville,0.896551724137931,yes,el molino forestville 95436,el molino high,95436,49706074931507
1612,1695,2007441,3,12681,55726,3,1,10,,1,98.0,,,,,2,2005.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0,,,,,2,6.0,1,3.0,,2.0,,,,HIDDEN,LARKFIELD-WIKIUP,CA,95403.0,,,HIDDEN,HIDDEN,18.0,1,,2.0,2.0,1,1.0,6.0,3.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,97.0,152702.0,,,,,SANTA ROSA,6.0,1.90330676,644.87025677,,,,,,,,,,,,,mark west elementary,larkfield-wikiup,95403,,,-122.7599808,38.5030136,,,,,,,,97.0,152702.0,60971527024031.0,SANTA ROSA,6.0,SANTA ROSA,95403,-122.77077299999999,38.510495,60971527024026,152702,97,SANTA ROSA,1947970,,1368,,mark west elementary,mark west elementary,95403,95403,larkfield-wikiup,santa rosa,0.70886075949367,yes,mark west elementary larkfield-wikiup 95403,mark west elementary,95403,49708056051841
1613,1696,2007441,4,12682,55727,3,1,7,,1,98.0,,,,,2,2005.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0,,,,,2,6.0,1,3.0,,2.0,,,,HIDDEN,LARKFIELD-WIKIUP,CA,95403.0,,,HIDDEN,HIDDEN,18.0,1,,2.0,2.0,1,1.0,6.0,3.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,97.0,152702.0,,,,,SANTA ROSA,6.0,1.90330676,644.87025677,,,,,,,,,,,,,mark west elementary,larkfield-wikiup,95403,,,-122.7599808,38.5030136,,,,,,,,97.0,152702.0,60971527024031.0,SANTA ROSA,6.0,SANTA ROSA,95403,-122.77077299999999,38.510495,60971527024026,152702,97,SANTA ROSA,1947970,,1368,,mark west elementary,mark west elementary,95403,95403,larkfield-wikiup,santa rosa,0.70886075949367,yes,mark west elementary larkfield-wikiup 95403,mark west elementary,95403,49708056051841
1614,1697,2007441,5,12683,55728,3,2,5,,1,98.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0,,,,,2,6.0,1,3.0,,2.0,,,,HIDDEN,LARKFIELD-WIKIUP,CA,95403.0,,,HIDDEN,HIDDEN,18.0,1,,2.0,2.0,1,1.0,6.0,3.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,97.0,152702.0,,,,,SANTA ROSA,6.0,1.90330676,644.87025677,,,,,,,,,,,,,mark west elementary,larkfield-wikiup,95403,,,-122.7599808,38.5030136,,,,,,,,97.0,152702.0,60971527024031.0,SANTA ROSA,6.0,SANTA ROSA,95403,-122.77077299999999,38.510495,60971527024026,152702,97,SANTA ROSA,1947970,,1368,,mark west elementary,mark west elementary,95403,95403,larkfield-wikiup,santa rosa,0.70886075949367,yes,mark west elementary larkfield-wikiup 95403,mark west elementary,95403,49708056051841
1615,1698,2008801,3,12694,55839,3,1,7,,1,99.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,2,2.0,,,,2,1.0,1,3.0,,2.0,,,,HIDDEN,SAN BRUNO,CA,94066.0,,,HIDDEN,HIDDEN,1.0,1,,,,1,1.0,5.0,3.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,81.0,604200.0,,,,,SAN BRUNO,6.0,2.12385721,719.59621774,,,,,,,,,,,,,belair,san bruno,94066,,,-122.40508600000001,37.624036,,,,,,,,81.0,604200.0,60816042003021.0,SAN BRUNO,6.0,SAN BRUNO,94066,-122.41258899999998,37.633790000000005,60816042001016,604200,81,SAN BRUNO,1079442,,238,,belair,belle air elementary,94066,94066,san bruno,san bruno,0.76595744680851,yes- ,belair san bruno 94066,belle air elementary,94066,41690136044614
1616,1699,2008801,5,12696,55841,3,1,5,,1,3.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,2,2.0,,,,2,1.0,1,3.0,,2.0,,,,HIDDEN,SAN BRUNO,CA,94066.0,,,HIDDEN,HIDDEN,1.0,1,,,,1,1.0,5.0,3.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,81.0,604200.0,,,,,SAN BRUNO,6.0,0.17339569,58.74918826,,,,,,,,,,,,,belair,san bruno,94066,,,-122.40508600000001,37.624036,,,,,,,,81.0,604200.0,60816042003021.0,SAN BRUNO,6.0,SAN BRUNO,94066,-122.41258899999998,37.633790000000005,60816042001016,604200,81,SAN BRUNO,1079442,,238,,belair,belle air elementary,94066,94066,san bruno,san bruno,0.76595744680851,yes- ,belair san bruno 94066,belle air elementary,94066,41690136044614
1617,1700,2009239,2,12698,55883,3,2,17,,2,1.0,,,,,1,,1.0,2.0,1.0,97.0,,,,,,,bart card,,,,,,2.0,2.0,1.0,,,2.0,1.0,HIDDEN,SAN FRANCISCO,CA,94109.0,,,HIDDEN,HIDDEN,3.0,1.0,4.0,5.0,,,,,30.0,1.0,1.0,5.0,11.0,,39.0,,1.0,HIDDEN,SAN FRANSICO,CA,99999.0,,,2.0,2,,,,,,,,,,,10,2.0,,,,5,0.0,1,4.0,,2.0,,,,HIDDEN,PACIFICA,CA,94044.0,,,HIDDEN,HIDDEN,5.0,1,,1.0,,1,1.0,6.0,3.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,75.0,12602.0,81.0,603000.0,SAN FRANCISCO,6.0,SAN  FRANCISCO,6.0,PACIFICA,6.0,0.47026667,159.33374388,NIGHT DOCENT AT ALCATRAZ,SAN FRANCISCO,94109.0,,,-122.4317385,37.8067643,YOUTH SPEAKS,SAN FRANSICO,99999.0,,,oceana high,pacifica,94044,,,-122.486853,37.636854,75.0,12602.0,60750126022000.0,SAN FRANCISCO,6.0,SAN  FRANCISCO,,81.0,603000.0,60816030001001.0,PACIFICA,6.0,PACIFICA,94044,-122.483846,37.592664899999995,60816033001006,603300,81,PACIFICA,1100983,895867.0,226,43.0,oceana high,oceana high,94044,94044,pacifica,pacifica,0.980392156862745,yes,oceana high pacifica 94044,oceana high,94044,41689244135075
1618,1701,2010685,8,12716,55992,3,2,12,,1,1.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0,,,,,0,0.0,1,3.0,,2.0,,,,HIDDEN,LAFAYETTE,CA,94549.0,,,HIDDEN,HIDDEN,6.0,1,,,,1,1.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,13.0,349000.0,,,,,LAFAYETTE,6.0,2.22669611,754.43965566,,,,,,,,,,,,,stanley middle,lafayette,94549,,,-122.113576,37.887147,,,,,,,,13.0,349000.0,60133490002011.0,LAFAYETTE,6.0,LAFAYETTE,94549,-122.08064099999999,37.851708,60133521012003,352101,13,LAFAYETTE,691439,,1159,,stanley middle,m. h. stanley middle,94549,94549,lafayette,lafayette,0.892307692307692,yes,stanley middle lafayette 94549,m. h. stanley middle,94549,7617136003768
1619,1702,2011544,3,12731,56063,3,2,12,,2,1.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,12,2.0,,,,7,4.0,1,3.0,,2.0,,,,HIDDEN,SANTA ROSA,CA,95401.0,,,HIDDEN,HIDDEN,6.0,1,,2.0,1.0,1,1.0,4.0,3.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,97.0,153005.0,,,,,SANTA ROSA,6.0,0.67375569,228.27902191,,,,,,,,,,,,,willowside middle,santa rosa,95401,,,-122.80554599999999,38.438524,,,,,,,,97.0,153005.0,60971530053029.0,SANTA ROSA,6.0,SANTA ROSA,95401,-122.762925,38.447406,60971530066013,153006,97,SANTA ROSA,1919361,,1375,,willowside middle,oak grove elementary/willowside middle,95401,95401,santa rosa,santa rosa,0.75,yes,willowside middle santa rosa 95401,oak grove elementary/willowside middle,95401,49708396051890
